fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax
2023124.0,2023126.0,0.000704,0.039375,0.0,442.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-119.77,-21.59,119.87,27.26,0.0,0.0,0.0,0.0
2023124.0,2023140.0,0.00546,0.016265,0.00671,240.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.1,6.06,-56.93,-6.22,0.0,0.0,0.0,0.0
2023125.0,2023126.0,0.00381,0.212982,0.0,186.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-27.72,-1.99,27.75,3.58,0.0,0.0,0.0,0.0
2023134.0,2023129.0,0.00262,0.012989,0.01344,265.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87.22,-18.51,87.42,18.12,0.0,0.0,0.0,0.0
2023129.0,2023147.0,0.006041,0.02315,0.10147,239.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.04,-10.61,-44.92,0.54,0.0,0.0,0.0,0.0
2023129.0,2023347.0,0.01452,0.086172,0.12863,270.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-89.89,-10.33,91.02,3.42,0.0,0.0,0.0,0.0
2023469.0,2023129.0,0.005056,0.032651,0.03764,258.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.46,-2.21,-68.23,-0.25,0.0,0.0,0.0,0.0
2023130.0,2023152.0,0.014417,0.069814,0.02832,219.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.78,5.73,-42.52,-7.4,0.0,0.0,0.0,0.0
2023499.0,2023130.0,0.00791,0.047022,0.03993,230.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.31,8.94,-60.03,-11.49,0.0,0.0,0.0,0.0
2023132.0,2023131.0,0.003908,0.020156,0.01167,231.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-29.75,-2.95,29.79,1.94,0.0,0.0,0.0,0.0
2023131.0,2023139.0,0.004326,0.027604,0.02307,232.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-35.1,1.91,35.16,-3.93,0.0,0.0,0.0,0.0
2023132.0,2023133.0,0.000224,0.00106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.67,11.48,-29.67,-11.47,0.0,0.0,0.0,0.0
2023132.0,2023148.0,0.007268,0.048862,0.03179,210.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,-8.54,-0.08,5.32,0.0,0.0,0.0,0.0
2023134.0,2023135.0,0.00026,0.001181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.73,3.81,-27.72,-3.8,0.0,0.0,0.0,0.0
2023136.0,2023145.0,0.009652,0.050279,0.01333,215.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.04,-4.08,-19.01,2.87,0.0,0.0,0.0,0.0
2023452.0,2023136.0,0.009175,0.050475,0.00813,227.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.81,2.15,-36.7,-2.35,0.0,0.0,0.0,0.0
2023366.0,2023137.0,0.005048,0.021693,0.00762,224.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-27.85,2.38,27.89,-3.02,0.0,0.0,0.0,0.0
2023137.0,2023449.0,0.010545,0.046048,0.02253,239.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-49.27,0.26,49.52,-1.58,0.0,0.0,0.0,0.0
2023138.0,2023312.0,0.007209,0.040482,0.07732,212.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.76,-7.58,-11.75,-0.72,0.0,0.0,0.0,0.0
2023138.0,2023387.0,0.01585,0.083121,0.0935,231.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-32.27,12.12,32.47,-21.11,0.0,0.0,0.0,0.0
2023422.0,2023138.0,0.001117,0.006529,0.02084,188.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,3.7,-14.6,-5.94,0.0,0.0,0.0,0.0
2023140.0,2023139.0,0.004372,0.022418,0.00756,220.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.39,-5.47,-26.36,4.86,0.0,0.0,0.0,0.0
2023140.0,2023143.0,0.001035,0.035989,0.0,102.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023141.0,2023143.0,0.009808,0.340967,0.0,51.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023142.0,2023143.0,0.009808,0.340967,0.0,51.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023371.0,2023144.0,0.010255,0.069248,0.01449,172.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-15.29,-7.77,15.32,6.39,0.0,0.0,0.0,0.0
2023144.0,2023489.0,0.011279,0.055821,0.00908,198.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-26.93,-10.98,27.02,10.42,0.0,0.0,0.0,0.0
2023145.0,2023146.0,0.003729,0.02217,0.00903,226.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.58,17.1,40.65,-17.62,0.0,0.0,0.0,0.0
2023145.0,2023160.0,0.007865,0.051844,0.24435,257.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.58,-15.71,-66.25,-7.47,0.0,0.0,0.0,0.0
2023145.0,2023273.0,0.010585,0.065301,0.04517,236.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-51.04,-15.0,51.32,11.96,0.0,0.0,0.0,0.0
2023146.0,2023281.0,0.007336,0.037419,0.04381,173.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.81,-22.35,0.84,17.92,0.0,0.0,0.0,0.0
2023424.0,2023146.0,0.004028,0.021926,0.01273,257.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.88,-22.41,-81.6,22.62,0.0,0.0,0.0,0.0
2023147.0,2023496.0,0.013518,0.085057,0.01649,227.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.9,-3.74,-28.79,2.72,0.0,0.0,0.0,0.0
2023148.0,2023149.0,0.000232,0.00109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.9,12.54,-42.9,-12.51,0.0,0.0,0.0,0.0
2023148.0,2023152.0,0.008434,0.043535,0.01646,203.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.69,-3.44,-11.67,1.82,0.0,0.0,0.0,0.0
2023148.0,2023449.0,0.015996,0.095134,0.06869,225.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-54.51,-14.42,55.0,10.13,0.0,0.0,0.0,0.0
2023152.0,2023150.0,0.002725,0.013166,0.02493,198.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.23,-4.82,-20.21,2.33,0.0,0.0,0.0,0.0
2023496.0,2023150.0,0.008112,0.040676,0.02313,205.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.78,11.1,-13.75,-13.34,0.0,0.0,0.0,0.0
2023151.0,2023152.0,0.000295,0.001005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.97,-10.38,33.97,10.39,0.0,0.0,0.0,0.0
2023162.0,2023153.0,0.003308,0.018232,0.0554,215.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-25.23,-18.14,25.25,12.62,0.0,0.0,0.0,0.0
2023366.0,2023153.0,0.005413,0.0409,0.03477,261.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.46,17.27,-79.12,-18.29,0.0,0.0,0.0,0.0
2023154.0,2023266.0,0.010503,0.045367,0.09497,201.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.26,0.25,5.27,-10.42,0.0,0.0,0.0,0.0
2023312.0,2023154.0,0.008892,0.050237,0.01207,227.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.57,-0.49,-34.47,-0.25,0.0,0.0,0.0,0.0
2023154.0,2025055.0,0.072129,0.428145,0.11774,213.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.46,-6.32,-21.15,-4.38,0.0,0.0,0.0,0.0
2023154.0,2026144.0,0.017233,0.090036,0.06946,192.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.68,0.05,9.7,-7.42,0.0,0.0,0.0,0.0
2023155.0,2023156.0,0.000297,0.001167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.17,6.27,-44.16,-6.25,0.0,0.0,0.0,0.0
2023155.0,2023158.0,0.003192,0.017493,0.00669,191.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-20.94,-12.12,20.95,11.52,0.0,0.0,0.0,0.0
2023155.0,2023496.0,0.008064,0.04378,0.03876,220.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-23.23,5.85,23.28,-9.61,0.0,0.0,0.0,0.0
2023158.0,2023157.0,0.000461,0.030302,0.0,446.31,0.0,0.0,1.025,0.0,1.0,0.0,0.0,-144.43,-60.57,144.54,68.06,0.0,0.0,0.0,0.0
2023157.0,2023159.0,0.000283,0.001073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-144.54,-68.06,144.61,68.33,0.0,0.0,0.0,0.0
2023158.0,2023177.0,0.003196,0.023677,0.08495,268.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.31,32.03,-79.08,-39.07,0.0,0.0,0.0,0.0
2023159.0,2023184.0,0.000876,0.010616,0.19309,1167.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.56,-30.16,-61.52,10.57,0.0,0.0,0.0,0.0
2023194.0,2023160.0,0.012354,0.0778,0.02523,238.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.9,-4.34,41.11,3.03,0.0,0.0,0.0,0.0
2023161.0,2023216.0,0.005886,0.037813,0.06913,242.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.1,-4.21,-55.92,-1.79,0.0,0.0,0.0,0.0
2023161.0,2023366.0,0.00961,0.044431,0.11391,263.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-83.21,-3.35,83.85,-5.57,0.0,0.0,0.0,0.0
2023163.0,2023162.0,0.002237,0.011861,0.00539,238.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.08,1.0,-54.01,-1.22,0.0,0.0,0.0,0.0
2023197.0,2023162.0,0.004759,0.023077,0.03345,228.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.17,-10.23,42.26,7.25,0.0,0.0,0.0,0.0
2023163.0,2023164.0,0.000209,0.001077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.98,15.21,-36.98,-15.19,0.0,0.0,0.0,0.0
2023398.0,2023163.0,0.005671,0.031145,0.01761,266.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.53,16.99,-91.06,-16.21,0.0,0.0,0.0,0.0
2023165.0,2023166.0,0.00026,0.001164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.87,3.69,-45.87,-3.67,0.0,0.0,0.0,0.0
2023177.0,2023165.0,0.002419,0.015758,0.00502,241.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.04,25.37,-45.98,-25.45,0.0,0.0,0.0,0.0
2023180.0,2023165.0,0.001891,0.01316,0.00368,201.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09,-22.07,0.1,21.76,0.0,0.0,0.0,0.0
2023167.0,2023172.0,0.002994,0.019294,0.00388,235.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.68,-8.92,42.74,8.89,0.0,0.0,0.0,0.0
2023167.0,2023179.0,0.003529,0.021415,0.016,184.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.18,-4.16,3.19,2.54,0.0,0.0,0.0,0.0
2023168.0,2023169.0,0.000267,0.001055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-74.95,-20.83,74.97,20.89,0.0,0.0,0.0,0.0
2023169.0,2023183.0,0.004606,0.027333,0.01947,227.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.67,-9.63,42.76,8.17,0.0,0.0,0.0,0.0
2023169.0,2023407.0,0.002141,0.015321,0.01532,218.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-32.3,-11.26,32.32,9.89,0.0,0.0,0.0,0.0
2023170.0,2023171.0,0.000201,0.001126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.44,5.14,-21.43,-5.14,0.0,0.0,0.0,0.0
2023170.0,2023172.0,0.004397,0.028681,0.01374,184.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.77,-3.56,7.77,2.18,0.0,0.0,0.0,0.0
2023194.0,2023170.0,0.012414,0.076744,0.02955,216.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.69,-1.28,-13.67,-1.59,0.0,0.0,0.0,0.0
2023172.0,2023441.0,0.004584,0.028373,0.17876,255.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-83.57,-30.68,83.9,14.36,0.0,0.0,0.0,0.0
2023173.0,2023217.0,0.00529,0.023031,0.0124,233.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.38,5.94,-54.23,-6.52,0.0,0.0,0.0,0.0
2023173.0,2023292.0,0.008497,0.045025,0.03319,286.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-120.47,-28.87,121.74,32.14,0.0,0.0,0.0,0.0
2023174.0,2023175.0,0.006786,0.035337,0.02391,215.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.47,5.93,-30.41,-8.14,0.0,0.0,0.0,0.0
2023266.0,2023174.0,0.002979,0.01527,0.00453,204.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.53,12.76,-24.51,-13.14,0.0,0.0,0.0,0.0
2023174.0,2023422.0,0.022856,0.101258,0.03692,216.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-23.68,-3.77,23.8,0.34,0.0,0.0,0.0,0.0
2023174.0,2023439.0,0.008664,0.043585,0.01517,217.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-31.39,-4.02,31.47,2.8,0.0,0.0,0.0,0.0
2023175.0,2023176.0,0.000267,0.00111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.67,6.38,-33.67,-6.37,0.0,0.0,0.0,0.0
2023175.0,2023283.0,0.004836,0.024534,0.00943,204.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-23.63,-7.5,23.66,6.64,0.0,0.0,0.0,0.0
2023175.0,2023362.0,0.005387,0.036985,0.01812,195.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.37,9.26,-20.34,-10.99,0.0,0.0,0.0,0.0
2023177.0,2023178.0,0.000293,0.001011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.04,13.7,-33.03,-13.68,0.0,0.0,0.0,0.0
2023183.0,2023179.0,0.00248,0.013061,0.01418,203.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.65,7.41,-27.63,-8.75,0.0,0.0,0.0,0.0
2023180.0,2023182.0,0.001982,0.012753,0.00527,224.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-53.03,14.16,53.09,-14.3,0.0,0.0,0.0,0.0
2023182.0,2023181.0,0.002198,0.013333,0.0056,204.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-22.89,1.05,22.9,-1.55,0.0,0.0,0.0,0.0
2023407.0,2023181.0,0.00296,0.017971,0.00408,235.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.65,17.71,-59.53,-17.44,0.0,0.0,0.0,0.0
2023182.0,2023407.0,0.004314,0.017279,0.01466,245.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-79.36,-10.73,79.63,10.35,0.0,0.0,0.0,0.0
2023183.0,2023185.0,0.00218,0.010629,0.00196,222.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.78,-2.11,33.8,2.03,0.0,0.0,0.0,0.0
2023183.0,2023190.0,0.004466,0.026553,0.0489,242.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-77.3,-18.64,77.57,15.25,0.0,0.0,0.0,0.0
2023184.0,2023187.0,0.000388,0.018793,0.0,514.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,131.62,37.44,-131.55,-34.05,0.0,0.0,0.0,0.0
2023184.0,2023188.0,0.000219,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.23,29.77,-63.22,-29.72,0.0,0.0,0.0,0.0
2023291.0,2023184.0,0.001071,0.012851,0.18867,1184.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,288.11,79.25,-287.19,-88.14,0.0,0.0,0.0,0.0
2023184.0,2023408.0,0.000466,0.005409,0.14439,1162.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.85,10.36,-153.75,-24.08,0.0,0.0,0.0,0.0
2023185.0,2023187.0,0.000114,0.005502,0.0,439.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-131.53,-33.06,131.55,34.05,0.0,0.0,0.0,0.0
2023185.0,2023189.0,0.003648,0.017512,0.00649,273.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.73,31.03,-97.35,-29.87,0.0,0.0,0.0,0.0
2023186.0,2023187.0,0.003245,0.157122,0.0,75.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023201.0,2023189.0,0.001498,0.008199,0.00496,229.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.96,-10.66,42.99,10.33,0.0,0.0,0.0,0.0
2023292.0,2023190.0,0.008321,0.049444,0.01354,260.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.22,20.18,-95.47,-17.12,0.0,0.0,0.0,0.0
2023191.0,2023192.0,0.000256,0.001157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.75,8.05,-43.75,-8.02,0.0,0.0,0.0,0.0
2023193.0,2023191.0,0.001685,0.009359,0.00661,210.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.89,-3.26,9.89,2.61,0.0,0.0,0.0,0.0
2023191.0,2023201.0,0.000959,0.005643,0.00283,206.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.84,16.34,-24.83,-16.57,0.0,0.0,0.0,0.0
2023191.0,2023407.0,0.003996,0.01158,0.02226,254.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-78.48,-26.99,78.76,25.54,0.0,0.0,0.0,0.0
2023193.0,2023209.0,0.003859,0.026559,0.00573,210.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.86,-4.72,33.9,4.46,0.0,0.0,0.0,0.0
2023195.0,2023196.0,0.000221,0.001093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.12,13.01,-55.11,-12.98,0.0,0.0,0.0,0.0
2023195.0,2023197.0,0.000256,0.001131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-55.12,-13.01,55.13,13.05,0.0,0.0,0.0,0.0
2023197.0,2023210.0,0.003758,0.017147,0.0397,180.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.96,-2.82,12.96,-1.17,0.0,0.0,0.0,0.0
2023198.0,2023199.0,0.000284,0.001131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.82,24.45,-31.82,-24.43,0.0,0.0,0.0,0.0
2023198.0,2023200.0,0.000213,0.001075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.55,-25.56,36.55,25.58,0.0,0.0,0.0,0.0
2023202.0,2023200.0,0.002428,0.014868,0.00799,214.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.54,35.51,-50.45,-35.77,0.0,0.0,0.0,0.0
2023204.0,2023200.0,0.001969,0.010376,0.00819,213.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-53.64,-9.59,53.7,9.06,0.0,0.0,0.0,0.0
2023200.0,2023206.0,0.003817,0.021865,0.01481,222.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-39.8,1.13,39.86,-2.29,0.0,0.0,0.0,0.0
2023202.0,2023203.0,0.000294,0.00103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.65,19.51,-64.64,-19.47,0.0,0.0,0.0,0.0
2023202.0,2023346.0,0.001092,0.006346,0.0052,265.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-115.19,-55.03,115.37,55.5,0.0,0.0,0.0,0.0
2023204.0,2023205.0,0.000218,0.001047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.65,19.42,-64.64,-19.38,0.0,0.0,0.0,0.0
2023407.0,2023204.0,0.00407,0.015925,0.01323,223.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.02,8.53,-11.01,-9.84,0.0,0.0,0.0,0.0
2023206.0,2023207.0,0.000283,0.001143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.06,12.48,-41.05,-12.46,0.0,0.0,0.0,0.0
2023206.0,2023217.0,0.002181,0.011295,0.00634,222.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.97,11.62,-46.92,-12.0,0.0,0.0,0.0,0.0
2023206.0,2023218.0,0.003864,0.02119,0.01306,202.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.76,-4.8,-4.76,3.48,0.0,0.0,0.0,0.0
2023206.0,2023311.0,0.011565,0.064957,0.06661,290.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-132.64,-17.01,134.66,21.42,0.0,0.0,0.0,0.0
2023208.0,2023209.0,0.000236,0.001007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-41.05,-9.79,41.06,9.81,0.0,0.0,0.0,0.0
2023209.0,2023217.0,0.001951,0.010723,0.00469,242.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-74.96,-14.27,75.07,14.41,0.0,0.0,0.0,0.0
2023210.0,2023211.0,0.000289,0.001103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.22,13.13,-27.21,-13.12,0.0,0.0,0.0,0.0
2023210.0,2023224.0,0.00429,0.025083,0.06338,219.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.18,-11.96,40.25,5.92,0.0,0.0,0.0,0.0
2023212.0,2023225.0,0.006083,0.041003,0.04385,226.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-32.17,-6.28,32.23,2.18,0.0,0.0,0.0,0.0
2023227.0,2023212.0,0.003898,0.020756,0.05344,198.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.96,-2.26,4.96,-3.22,0.0,0.0,0.0,0.0
2023213.0,2023214.0,0.000243,0.00114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-18.49,-4.06,18.49,4.07,0.0,0.0,0.0,0.0
2023214.0,2023339.0,0.017165,0.095873,0.10091,198.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-16.94,0.69,17.0,-11.32,0.0,0.0,0.0,0.0
2023215.0,2023266.0,0.005964,0.033361,0.04531,223.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.01,-0.49,33.07,-4.02,0.0,0.0,0.0,0.0
2023426.0,2023215.0,0.002097,0.009953,0.00572,210.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.75,18.46,-25.73,-18.97,0.0,0.0,0.0,0.0
2023216.0,2023220.0,0.010952,0.053994,0.01637,176.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.82,-2.6,2.82,0.91,0.0,0.0,0.0,0.0
2023218.0,2023219.0,0.000288,0.001073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.04,16.16,-36.03,-16.15,0.0,0.0,0.0,0.0
2023218.0,2023222.0,0.002347,0.015134,0.02083,207.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-31.28,-19.64,31.31,17.71,0.0,0.0,0.0,0.0
2023362.0,2023220.0,0.006885,0.038353,0.01586,226.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.93,9.23,-49.76,-9.93,0.0,0.0,0.0,0.0
2023221.0,2023231.0,0.004007,0.023895,0.03395,216.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.54,-16.01,-28.5,12.7,0.0,0.0,0.0,0.0
2023221.0,2023232.0,0.007674,0.030415,0.03811,237.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-57.23,11.57,57.49,-14.53,0.0,0.0,0.0,0.0
2023223.0,2023222.0,0.001987,0.01272,0.00888,184.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.24,7.8,4.24,-8.7,0.0,0.0,0.0,0.0
2023222.0,2023319.0,0.014989,0.079496,0.04775,242.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-71.74,-15.91,72.52,15.04,0.0,0.0,0.0,0.0
2023223.0,2023225.0,0.004068,0.019284,0.00316,212.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-27.26,-13.26,27.29,13.11,0.0,0.0,0.0,0.0
2023346.0,2023224.0,0.004674,0.023196,0.00803,240.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.27,17.16,-67.05,-16.91,0.0,0.0,0.0,0.0
2023225.0,2023226.0,0.000249,0.00114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.8,6.93,-26.8,-6.92,0.0,0.0,0.0,0.0
2023346.0,2023225.0,0.002848,0.018661,0.0234,183.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-13.0,7.61,13.01,-9.99,0.0,0.0,0.0,0.0
2023225.0,2023494.0,0.012223,0.081909,0.07572,273.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-99.33,-12.24,100.51,12.11,0.0,0.0,0.0,0.0
2023232.0,2023227.0,0.005875,0.029528,0.00972,204.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.66,18.2,-26.6,-18.91,0.0,0.0,0.0,0.0
2023239.0,2023227.0,0.006543,0.040391,0.02051,207.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.63,-2.87,-20.6,0.93,0.0,0.0,0.0,0.0
2023228.0,2023229.0,0.000251,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-45.55,-18.63,45.55,18.65,0.0,0.0,0.0,0.0
2023234.0,2023229.0,0.003721,0.017128,0.01018,250.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.5,13.85,-74.29,-13.99,0.0,0.0,0.0,0.0
2023235.0,2023229.0,0.004571,0.023435,0.01114,207.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,-0.13,-17.98,-0.96,0.0,0.0,0.0,0.0
2023249.0,2023229.0,0.007449,0.04608,0.00902,228.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-46.57,3.71,46.73,-3.69,0.0,0.0,0.0,0.0
2023230.0,2023231.0,0.000213,0.001047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-93.11,-24.78,93.13,24.87,0.0,0.0,0.0,0.0
2023242.0,2023231.0,0.003873,0.023217,0.01235,204.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-13.36,12.99,13.37,-14.2,0.0,0.0,0.0,0.0
