bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin
2020534.0,10.34,-0.6,4.72,-0.6,1.0192,15.59,1.0,12.3,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0
2020534.0,0.0,0.0,4.72,-0.6,1.0192,15.68,0.0,12.3,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0
2020534.0,12.3,-0.6,4.72,-0.6,1.0192,12.3,1.0,12.3,3.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0
2020534.0,0.0,0.0,4.72,-0.6,1.0192,15.39,0.0,12.3,5.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0
2020536.0,23.08,-1.73,13.59,-1.73,1.0323,36.18,1.0,35.4,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0
2020536.0,15.96,-1.73,13.59,-1.73,1.0323,36.34,1.0,35.4,4.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0
2020537.0,27.4,-1.73,13.59,-1.73,1.0309,35.4,1.0,35.4,10.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0
2020538.0,35.4,-1.73,13.59,-1.73,1.033,35.5,1.0,35.4,11.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0
2020540.0,61.74,31.03,31.03,-3.96,1.0717,103.36,1.0,80.8,38.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0
2020541.0,60.2,31.03,31.03,-3.96,1.0779,93.14,1.0,80.8,13.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0
2020544.0,124.18,-7.72,60.48,-7.72,1.0238,177.26,1.0,157.5,32.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5,0.0,0.0,0.0,0.0
2020545.0,0.0,0.0,60.48,-7.72,1.032,205.83,0.0,157.5,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5,0.0,0.0,0.0,0.0
2021596.0,207.0,62.62,105.36,-22.98,0.9999,249.51,1.0,207.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41,0.0,207.0,0.0,0.0,0.0,0.0
2021597.0,207.0,62.62,105.36,-22.98,0.9995,212.06,1.0,207.0,34.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41,0.0,207.0,0.0,0.0,0.0,0.0
2021598.0,207.0,62.62,105.36,-22.98,0.9996,267.73,1.0,207.0,83.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41,0.0,207.0,0.0,0.0,0.0,0.0
2021599.0,207.0,62.62,105.36,-22.98,0.9949,310.5,1.0,207.0,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41,0.0,207.0,0.0,0.0,0.0,0.0
2021602.0,57.05,12.15,12.15,-8.22,1.0377,66.04,1.0,57.05,23.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,0.0,0.0,0.0,0.0
2021603.0,36.47,12.15,12.15,-8.22,1.0396,65.7,1.0,57.05,22.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,0.0,0.0,0.0,0.0
2021604.0,38.97,12.15,12.15,-8.22,1.0379,57.05,1.0,57.05,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,0.0,0.0,0.0,0.0
2021605.0,36.12,12.15,12.15,-8.22,1.037,80.49,1.0,57.05,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,0.0,0.0,0.0,0.0
2021611.0,235.88,25.21,120.06,-26.18,0.9821,244.29,1.0,235.88,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.59,0.0,235.88,0.0,0.0,0.0,0.0
2021612.0,235.88,25.21,120.06,-26.18,0.9676,266.29,1.0,235.88,97.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.59,0.0,235.875,0.0,0.0,0.0,0.0
2021613.0,235.88,25.21,120.06,-26.18,0.9721,298.35,1.0,235.88,32.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.59,0.0,235.875,0.0,0.0,0.0,0.0
2021614.0,0.0,0.0,120.06,-26.18,1.0212,311.14,0.0,235.88,57.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.59,0.0,235.88,0.0,0.0,0.0,0.0
2021617.0,283.17,70.82,70.82,-47.88,0.9965,395.46,1.0,332.5,140.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.5,0.0,0.0,0.0,0.0
2021618.0,16.22,5.11,5.11,-3.46,0.9881,24.0,1.0,24.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
2021619.0,18.0,3.83,3.83,-2.59,0.9928,19.08,1.0,18.0,6.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
2021619.0,0.0,0.0,3.83,-2.59,0.9928,22.7,0.0,18.0,2.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
2021620.0,10.9,2.32,2.32,-1.57,0.994,10.9,1.0,10.9,1.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
2021620.0,10.5,2.24,2.24,-1.51,0.994,13.44,1.0,10.5,1.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0
2021623.0,206.57,-4.17,105.14,-22.93,1.017,221.17,1.0,206.57,33.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.27,0.0,206.57,0.0,0.0,0.0,0.0
2021624.0,206.57,-4.17,105.14,-22.93,1.018,267.92,1.0,206.57,71.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.27,0.0,206.57,0.0,0.0,0.0,0.0
2021625.0,206.57,-4.17,105.14,-22.93,1.0181,258.09,1.0,206.57,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.27,0.0,206.567,0.0,0.0,0.0,0.0
2021627.0,51.33,26.13,26.13,-5.7,1.04,67.08,1.0,51.33,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,51.3333,0.0,0.0,0.0,0.0
2021627.0,51.33,26.13,26.13,-5.7,1.04,55.9,1.0,51.33,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,51.3333,0.0,0.0,0.0,0.0
2021627.0,51.33,26.13,26.13,-5.7,1.04,75.37,1.0,51.33,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,51.3333,0.0,0.0,0.0,0.0
2021628.0,13.5,6.87,6.87,-1.5,1.036,13.5,1.0,13.5,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,13.5,0.0,0.0,0.0,0.0
2021628.0,0.0,0.0,6.87,-1.5,1.036,13.5,0.0,13.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,13.5,0.0,0.0,0.0,0.0
2021631.0,55.3,25.77,25.77,-6.75,1.0328,68.11,1.0,55.3,9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,55.3,0.0,0.0,0.0,0.0
2021636.0,26.4,13.44,13.44,-2.93,0.9692,30.82,1.0,26.4,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,26.4,0.0,0.0,0.0,0.0
2021637.0,26.4,13.44,13.44,-2.93,1.001,29.65,1.0,26.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,26.4,0.0,0.0,0.0,0.0
2021639.0,65.0,22.58,33.09,-7.21,1.0163,87.12,1.0,65.0,24.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,65.0,0.0,0.0,0.0,0.0
2021639.0,0.0,0.0,33.09,-7.21,1.0163,86.4,0.0,65.0,29.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,65.0,0.0,0.0,0.0,0.0
2021646.0,259.49,238.2,238.2,-51.94,1.0457,472.89,1.0,467.97,191.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.93,0.0,467.967,0.0,0.0,0.0,0.0
2021647.0,467.97,238.2,238.2,-51.94,1.0462,568.58,1.0,467.97,74.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.93,0.0,467.967,0.0,0.0,0.0,0.0
2021648.0,0.0,0.0,238.2,-51.94,1.0249,506.07,0.0,467.97,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.93,0.0,467.967,0.0,0.0,0.0,0.0
2021651.0,226.1,64.41,115.08,-25.1,1.0164,339.11,1.0,226.1,83.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.62,0.0,226.1,0.0,0.0,0.0,0.0
2021652.0,226.1,64.41,115.08,-25.1,1.016,273.13,1.0,226.1,63.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.62,0.0,226.1,0.0,0.0,0.0,0.0
2021653.0,226.1,64.41,115.08,-25.1,1.0168,336.56,1.0,226.1,108.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.62,0.0,226.1,0.0,0.0,0.0,0.0
2021654.0,0.0,0.0,0.0,0.0,1.04,23.11,0.0,23.0,8.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
2021654.0,0.0,0.0,0.0,0.0,1.04,29.86,0.0,27.3,8.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0
2021656.0,47.0,23.92,23.92,-5.22,1.043,48.14,1.0,47.0,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,47.0,0.0,0.0,0.0,0.0
2021656.0,47.0,23.92,23.92,-5.22,1.043,49.13,1.0,47.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,47.0,0.0,0.0,0.0,0.0
2021656.0,47.0,23.92,23.92,-5.22,1.043,60.99,1.0,47.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,47.0,0.0,0.0,0.0,0.0
2021662.0,0.0,0.0,25.4,-5.54,1.0273,55.49,0.0,49.9,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2021662.0,49.9,25.4,25.4,-5.54,1.0273,71.93,1.0,49.9,12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2021663.0,49.9,25.4,25.4,-5.54,1.0281,49.9,1.0,49.9,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2021663.0,49.9,25.4,25.4,-5.54,1.0281,63.58,1.0,49.9,22.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2021668.0,74.5,34.72,34.72,-9.09,1.0338,85.89,1.0,74.5,21.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,74.5,0.0,0.0,0.0,0.0
2021669.0,74.5,34.72,34.72,-9.09,1.0312,98.73,1.0,74.5,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,74.5,0.0,0.0,0.0,0.0
2021670.0,0.0,0.0,34.72,-9.09,1.0076,82.85,0.0,74.5,14.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,74.5,0.0,0.0,0.0,0.0
2021673.0,60.5,4.92,30.79,-6.72,1.0163,78.21,1.0,60.5,26.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,60.5,0.0,0.0,0.0,0.0
2021675.0,47.0,23.92,23.92,-5.22,1.0216,54.9,1.0,47.0,19.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,47.0,0.0,0.0,0.0,0.0
2021676.0,32.64,7.84,7.84,-5.3,1.042,47.91,1.0,36.8,14.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0
2021676.0,81.0,17.25,17.25,-11.66,1.042,81.0,1.0,81.0,11.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
2021676.0,71.8,17.25,17.25,-11.66,1.042,96.85,1.0,81.0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
2021681.0,110.83,31.95,31.95,-21.6,1.0122,196.42,1.0,150.0,54.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0
2021689.0,211.67,107.74,107.74,-23.5,1.0434,224.67,1.0,211.67,22.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,0.0,211.667,0.0,0.0,0.0,0.0
2021690.0,211.67,107.74,107.74,-23.5,1.0444,255.57,1.0,211.67,80.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,0.0,211.667,0.0,0.0,0.0,0.0
2021691.0,211.67,107.74,107.74,-23.5,1.0459,261.55,1.0,211.67,95.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,0.0,211.667,0.0,0.0,0.0,0.0
2021693.0,0.0,0.0,21.83,-14.76,1.0205,140.77,0.0,102.5,49.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,0.0,0.0,0.0,0.0
2021694.0,47.0,23.92,23.92,-5.22,1.0216,62.31,1.0,47.0,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,47.0,0.0,0.0,0.0,0.0
2021694.0,51.0,25.96,25.96,-5.66,1.0216,58.3,1.0,51.0,22.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,51.0,0.0,0.0,0.0,0.0
2021699.0,37.83,2.67,19.26,-4.2,1.0143,50.71,1.0,37.83,12.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,37.83,0.0,0.0,0.0,0.0
2021699.0,37.83,2.67,19.26,-4.2,1.0143,42.54,1.0,37.83,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,37.83,0.0,0.0,0.0,0.0
2021699.0,37.83,2.67,19.26,-4.2,1.0143,38.56,1.0,37.83,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,0.0,37.83,0.0,0.0,0.0,0.0
2021702.0,112.03,1.99,57.02,-12.44,1.0169,123.94,1.0,112.03,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02,0.0,112.033,0.0,0.0,0.0,0.0
2021703.0,112.03,1.99,57.02,-12.44,1.0168,128.07,1.0,112.03,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02,0.0,112.033,0.0,0.0,0.0,0.0
2021704.0,112.03,1.99,57.02,-12.44,1.0169,124.97,1.0,112.03,22.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02,0.0,112.03,0.0,0.0,0.0,0.0
2021706.0,0.0,0.0,7.25,-1.58,1.0045,17.23,0.0,14.25,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,14.25,0.0,0.0,0.0,0.0
2021707.0,0.0,0.0,7.25,-1.58,1.0045,14.32,0.0,14.25,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,14.25,0.0,0.0,0.0,0.0
2021709.0,27.4,13.95,13.95,-3.04,1.0242,35.78,1.0,27.4,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,27.4,0.0,0.0,0.0,0.0
2021710.0,27.4,13.95,13.95,-3.04,1.0242,30.49,1.0,27.4,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,27.4,0.0,0.0,0.0,0.0
2021716.0,0.0,0.0,3.45,-2.33,1.0231,19.59,0.0,16.2,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0
2021716.0,52.68,14.6,16.66,-11.26,1.0231,101.24,1.0,78.2,27.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,0.0,0.0,0.0,0.0
2021718.0,33.33,16.97,16.97,-3.7,1.0398,39.57,1.0,33.33,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,33.3333,0.0,0.0,0.0,0.0
2021718.0,33.33,16.97,16.97,-3.7,1.0398,36.86,1.0,33.33,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,33.33,0.0,0.0,0.0,0.0
2021719.0,33.33,16.97,16.97,-3.7,1.0428,47.9,1.0,33.33,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.0,33.33,0.0,0.0,0.0,0.0
2021720.0,8.93,4.16,4.16,-1.09,1.0192,8.93,1.0,8.93,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.93,0.0,0.0,0.0,0.0
2021720.0,8.93,4.16,4.16,-1.09,1.0192,8.93,1.0,8.93,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.9333,0.0,0.0,0.0,0.0
2021720.0,0.0,0.0,4.16,-1.09,1.0192,9.97,0.0,8.93,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.93,0.0,0.0,0.0,0.0
2021720.0,0.0,0.0,4.16,-1.09,1.0192,11.23,0.0,8.93,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.93,0.0,0.0,0.0,0.0
2021720.0,8.93,4.16,4.16,-1.09,1.0192,9.83,1.0,8.93,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.9333,0.0,0.0,0.0,0.0
2021720.0,8.93,4.16,4.16,-1.09,1.0192,9.87,1.0,8.93,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,8.93,0.0,0.0,0.0,0.0
2021726.0,247.4,81.49,125.93,-27.46,0.9904,322.43,1.0,247.4,49.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9,0.0,247.4,0.0,0.0,0.0,0.0
2021730.0,218.33,111.13,111.13,-24.23,1.024,223.08,1.0,218.33,91.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.16,0.0,218.33,0.0,0.0,0.0,0.0
2021731.0,218.33,111.13,111.13,-24.23,1.0308,244.43,1.0,218.33,106.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.16,0.0,218.333,0.0,0.0,0.0,0.0
2021732.0,218.33,111.13,111.13,-24.23,1.0237,233.08,1.0,218.33,55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.16,0.0,218.333,0.0,0.0,0.0,0.0
2021735.0,61.22,31.16,31.16,-6.8,0.983,68.02,1.0,61.22,22.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,61.22,0.0,0.0,0.0,0.0
2021736.0,0.0,0.0,31.16,-6.8,0.9975,73.05,0.0,61.22,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,61.22,0.0,0.0,0.0,0.0
2021737.0,61.22,31.16,31.16,-6.8,0.9831,82.32,1.0,61.22,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,61.22,0.0,0.0,0.0,0.0
2021738.0,0.0,0.0,31.16,-6.8,0.9975,65.63,0.0,61.22,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,61.22,0.0,0.0,0.0,0.0
2021739.0,61.22,31.16,31.16,-6.8,0.9826,65.47,1.0,61.22,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,61.22,0.0,0.0,0.0,0.0
2021740.0,0.0,0.0,8.14,-1.78,0.9975,17.86,0.0,16.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0
2021740.0,0.0,0.0,8.14,-1.78,0.9975,17.66,0.0,16.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0
2021742.0,68.89,16.66,16.66,-11.26,1.0172,113.29,1.0,78.2,38.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,0.0,0.0,0.0,0.0
2021743.0,38.0,-5.47,8.09,-5.47,1.0172,42.0,1.0,38.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
2021744.0,45.0,14.18,22.9,-4.99,1.0182,55.77,1.0,45.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,45.0,0.0,0.0,0.0,0.0
2021748.0,45.0,14.18,22.9,-4.99,1.0204,45.16,1.0,45.0,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,45.0,0.0,0.0,0.0,0.0
2021749.0,45.0,14.18,22.9,-4.99,1.0204,50.97,1.0,45.0,21.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,45.0,0.0,0.0,0.0,0.0
2021753.0,62.6,31.86,31.86,-6.95,1.041,72.39,1.0,62.6,12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,62.6,0.0,0.0,0.0,0.0
2021753.0,62.6,31.86,31.86,-6.95,1.041,92.14,1.0,62.6,23.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,62.6,0.0,0.0,0.0,0.0
2021754.0,30.4,15.47,15.47,-3.37,1.037,36.78,1.0,30.4,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,30.4,0.0,0.0,0.0,0.0
2021756.0,0.0,0.0,9.31,-2.03,1.0127,21.8,0.0,18.3,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,18.3,0.0,0.0,0.0,0.0
2021756.0,0.0,0.0,9.31,-2.03,1.0127,20.44,0.0,18.3,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,18.3,0.0,0.0,0.0,0.0
2021757.0,18.3,9.31,9.31,-2.03,1.0226,19.47,1.0,18.3,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,18.3,0.0,0.0,0.0,0.0
2021758.0,32.3,16.44,16.44,-3.59,1.0192,48.1,1.0,32.3,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,0.0,32.3,0.0,0.0,0.0,0.0
2021758.0,32.3,16.44,16.44,-3.59,1.0192,46.41,1.0,32.3,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,0.0,32.3,0.0,0.0,0.0,0.0
2021760.0,70.01,-14.59,21.58,-14.59,0.973,101.3,1.0,101.3,30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.3,0.0,0.0,0.0,0.0
2023267.0,49.0,24.94,24.94,-5.44,1.0457,64.12,1.0,49.0,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2023268.0,49.0,24.94,24.94,-5.44,1.0457,62.28,1.0,49.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2023270.0,27.4,-3.04,13.95,-3.04,1.0172,31.11,1.0,27.4,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,27.4,0.0,0.0,0.0,0.0
2023270.0,50.0,-5.55,25.45,-5.55,1.0172,58.6,1.0,50.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0
2023272.0,6.4,-0.49,3.84,-0.49,1.0192,11.52,1.0,10.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2023272.0,13.54,-0.79,6.22,-0.79,1.0192,17.87,1.0,16.2,7.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0
2023272.0,57.7,-3.53,27.65,-3.53,1.0192,83.27,1.0,72.0,18.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0
2023277.0,0.0,0.0,13.12,-1.67,1.04,37.12,0.0,34.167,15.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1667,0.0,0.0,0.0,0.0
2023278.0,0.0,0.0,3.02,-0.39,1.0226,9.84,0.0,7.867,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8667,0.0,0.0,0.0,0.0
2023278.0,7.04,-0.39,3.02,-0.39,1.0226,10.03,1.0,7.867,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8667,0.0,0.0,0.0,0.0
2023278.0,7.87,-0.39,3.02,-0.39,1.0226,9.73,1.0,7.867,2.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8667,0.0,0.0,0.0,0.0
2023278.0,0.0,0.0,13.12,-1.67,1.0226,41.59,0.0,34.167,7.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1667,0.0,0.0,0.0,0.0
2023278.0,0.0,0.0,13.12,-1.67,1.0226,40.33,0.0,34.17,12.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17,0.0,0.0,0.0,0.0
2023281.0,42.09,19.2,19.2,-2.45,1.038,58.43,1.0,50.0,18.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
