model,startup,shutdown,n,c2,c1,c0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,36.6758,1230.12
2.0,0.0,0.0,3.0,0.00134,32.2082,1230.12
2.0,0.0,0.0,3.0,0.00134,29.8244,1230.12
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.9574,903.495
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,30.2572,898.47
2.0,0.0,0.0,3.0,0.00134,27.6536,899.073
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,33.232,1159.1
2.0,0.0,0.0,3.0,0.00268,33.571,1159.1
2.0,0.0,0.0,3.0,0.00268,32.5901,1159.1
2.0,0.0,0.0,3.0,0.00134,25.6396,902.49
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.9185,853.446
2.0,0.0,0.0,3.0,0.00134,31.0491,853.446
2.0,0.0,0.0,3.0,0.00134,29.9477,877.231
2.0,0.0,0.0,3.0,0.00268,33.5013,877.231
2.0,0.0,0.0,3.0,0.00268,37.3713,877.231
2.0,0.0,0.0,3.0,0.00134,29.0351,853.446
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,35.7646,892.44
2.0,0.0,0.0,3.0,0.00268,31.6789,904.098
2.0,0.0,0.0,3.0,0.00268,32.8313,904.098
2.0,0.0,0.0,3.0,0.00268,33.7023,904.098
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.806,978.763
2.0,0.0,0.0,3.0,0.00134,28.3598,978.763
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,30.6043,819.544
2.0,0.0,0.0,3.0,0.00268,33.0029,819.544
2.0,0.0,0.0,3.0,0.00134,27.8291,819.544
2.0,0.0,0.0,3.0,0.00134,30.5708,819.544
2.0,0.0,0.0,3.0,0.00134,29.1544,819.544
2.0,0.0,0.0,3.0,0.00134,26.9152,819.544
2.0,0.0,0.0,3.0,0.00268,31.4418,859.945
2.0,0.0,0.0,3.0,0.00268,34.4353,859.945
2.0,0.0,0.0,3.0,0.00268,31.8893,859.945
2.0,0.0,0.0,3.0,0.00268,31.3024,859.945
2.0,0.0,0.0,3.0,0.00134,31.147,859.945
2.0,0.0,0.0,3.0,0.00268,32.5888,859.945
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,27.2971,1220.07
2.0,0.0,0.0,3.0,0.00134,24.9923,1220.07
2.0,0.0,0.0,3.0,0.00268,32.7349,1220.07
2.0,0.0,0.0,3.0,0.00268,35.0852,1220.07
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.9534,1278.11
2.0,0.0,0.0,3.0,0.00268,34.2759,1278.11
2.0,0.0,0.0,3.0,0.00268,34.1874,1278.11
2.0,0.0,0.0,3.0,0.00268,35.9683,1278.11
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.3514,1219.2
2.0,0.0,0.0,3.0,0.00268,32.4401,1219.2
2.0,0.0,0.0,3.0,0.00134,28.4402,1219.2
2.0,0.0,0.0,3.0,0.00268,30.686,907.18
2.0,0.0,0.0,3.0,0.00268,33.7238,907.18
2.0,0.0,0.0,3.0,0.00268,32.9895,907.18
2.0,0.0,0.0,3.0,0.00134,27.9752,831.135
2.0,0.0,0.0,3.0,0.00268,32.6692,831.135
2.0,0.0,0.0,3.0,0.00268,31.959,318.21
2.0,0.0,0.0,3.0,0.00134,26.2305,857.064
2.0,0.0,0.0,3.0,0.00268,30.5399,857.064
2.0,0.0,0.0,3.0,0.00268,33.8189,934.65
2.0,0.0,0.0,3.0,0.00268,34.8976,934.65
2.0,0.0,0.0,3.0,0.00268,35.5261,2288.08
2.0,0.0,0.0,3.0,0.00134,32.4803,2288.08
2.0,0.0,0.0,3.0,0.00268,39.7109,2288.08
2.0,0.0,0.0,3.0,0.00134,31.6588,1258.46
2.0,0.0,0.0,3.0,0.00134,30.7758,1258.46
2.0,0.0,0.0,3.0,0.00134,29.815,1258.46
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.74,898.47
2.0,0.0,0.0,3.0,0.00268,30.7651,898.47
2.0,0.0,0.0,3.0,0.00134,29.4961,898.47
2.0,0.0,0.0,3.0,0.00268,34.8829,904.299
2.0,0.0,0.0,3.0,0.00268,30.7128,904.299
2.0,0.0,0.0,3.0,0.00268,31.1429,904.299
2.0,0.0,0.0,3.0,0.00134,30.2532,904.299
2.0,0.0,0.0,3.0,0.00268,29.7855,318.907
2.0,0.0,0.0,3.0,0.00268,23.9043,318.907
2.0,0.0,0.0,3.0,0.00268,36.9827,318.907
2.0,0.0,0.0,3.0,0.00134,30.5667,925.605
2.0,0.0,0.0,3.0,0.00268,33.303,898.47
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,34.1539,1229.45
2.0,0.0,0.0,3.0,0.00134,29.3272,1229.45
2.0,0.0,0.0,3.0,0.00134,29.5698,1229.45
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,30.4796,898.47
2.0,0.0,0.0,3.0,0.00134,28.3624,906.51
2.0,0.0,0.0,3.0,0.00268,32.5138,880.045
2.0,0.0,0.0,3.0,0.00268,32.1881,880.045
2.0,0.0,0.0,3.0,0.00268,30.9379,880.045
2.0,0.0,0.0,3.0,0.00268,31.5771,1029.19
2.0,0.0,0.0,3.0,0.00134,25.8017,1029.19
2.0,0.0,0.0,3.0,0.00268,32.1144,1029.19
2.0,0.0,0.0,3.0,0.00268,32.1225,832.649
2.0,0.0,0.0,3.0,0.00268,33.039,832.649
2.0,0.0,0.0,3.0,0.00134,29.4586,859.074
2.0,0.0,0.0,3.0,0.00268,31.0612,859.074
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.0726,871.0
2.0,0.0,0.0,3.0,0.00134,28.4938,871.0
2.0,0.0,0.0,3.0,0.00268,32.5151,871.0
2.0,0.0,0.0,3.0,0.00268,26.6003,316.562
2.0,0.0,0.0,3.0,0.00268,27.1296,316.562
2.0,0.0,0.0,3.0,0.00268,33.3392,316.562
2.0,0.0,0.0,3.0,0.00268,31.8639,316.562
2.0,0.0,0.0,3.0,0.00268,27.8827,316.562
2.0,0.0,0.0,3.0,0.00268,24.1093,316.562
2.0,0.0,0.0,3.0,0.00134,31.1872,1301.27
2.0,0.0,0.0,3.0,0.00134,28.337,1242.85
2.0,0.0,0.0,3.0,0.00134,31.3895,1242.85
2.0,0.0,0.0,3.0,0.00134,31.5771,1242.85
2.0,0.0,0.0,3.0,0.00268,34.2102,927.052
2.0,0.0,0.0,3.0,0.00268,34.9807,927.052
2.0,0.0,0.0,3.0,0.00134,25.9893,927.052
2.0,0.0,0.0,3.0,0.00268,35.3184,927.052
2.0,0.0,0.0,3.0,0.00134,28.4348,927.052
2.0,0.0,0.0,3.0,0.00268,34.7006,836.16
2.0,0.0,0.0,3.0,0.00268,30.7503,836.16
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,33.303,894.45
2.0,0.0,0.0,3.0,0.00268,31.0706,894.45
2.0,0.0,0.0,3.0,0.00268,30.9125,894.45
2.0,0.0,0.0,3.0,0.00134,27.4727,929.826
2.0,0.0,0.0,3.0,0.00134,30.686,929.826
2.0,0.0,0.0,3.0,0.00134,29.145,865.104
2.0,0.0,0.0,3.0,0.00268,33.4745,840.783
2.0,0.0,0.0,3.0,0.00268,30.7302,840.783
2.0,0.0,0.0,3.0,0.00134,26.6392,840.783
2.0,0.0,0.0,3.0,0.00268,31.2984,868.923
2.0,0.0,0.0,3.0,0.00134,28.8676,868.923
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,32.6772,902.49
2.0,0.0,0.0,3.0,0.00134,28.1011,902.49
2.0,0.0,0.0,3.0,0.00268,30.4368,859.074
2.0,0.0,0.0,3.0,0.00268,29.7051,904.5
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,33.5375,1021.08
2.0,0.0,0.0,3.0,0.00134,28.1011,1021.08
2.0,0.0,0.0,3.0,0.00134,27.4579,1021.08
2.0,0.0,0.0,3.0,0.00134,29.6086,1021.08
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.2428,916.305
2.0,0.0,0.0,3.0,0.00268,31.415,916.305
2.0,0.0,0.0,3.0,0.00268,30.8589,916.305
2.0,0.0,0.0,3.0,0.00268,33.094,916.305
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.0395,880.782
2.0,0.0,0.0,3.0,0.00268,30.9647,859.074
2.0,0.0,0.0,3.0,0.00134,27.0305,859.074
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,27.1886,937.866
2.0,0.0,0.0,3.0,0.00268,31.5704,937.866
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,34.5573,925.605
2.0,0.0,0.0,3.0,0.00268,31.8478,925.605
2.0,0.0,0.0,3.0,0.00268,31.8679,829.125
2.0,0.0,0.0,3.0,0.00268,30.2505,840.381
2.0,0.0,0.0,3.0,0.00134,26.2586,840.381
2.0,0.0,0.0,3.0,0.00268,31.5932,902.49
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,31.7459,318.786
2.0,0.0,0.0,3.0,0.00268,28.7202,318.786
2.0,0.0,0.0,3.0,0.00134,27.4124,854.049
2.0,0.0,0.0,3.0,0.00134,25.8955,854.049
2.0,0.0,0.0,3.0,0.00268,30.3885,852.24
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,35.7874,5171.06
2.0,0.0,0.0,3.0,0.00268,39.9159,5171.06
2.0,0.0,0.0,3.0,0.00268,31.7982,1272.33
2.0,0.0,0.0,3.0,0.00268,32.1211,1272.33
2.0,0.0,0.0,3.0,0.00268,31.1818,1272.33
2.0,0.0,0.0,3.0,0.00268,34.7502,1272.33
2.0,0.0,0.0,3.0,0.00134,30.5185,1272.33
2.0,0.0,0.0,3.0,0.00134,28.2593,1272.33
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,27.7058,904.299
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,28.1119,859.342
2.0,0.0,0.0,3.0,0.00134,28.0569,859.342
2.0,0.0,0.0,3.0,0.00268,29.7654,859.342
2.0,0.0,0.0,3.0,0.00268,29.9101,896.46
2.0,0.0,0.0,3.0,0.00268,32.7335,899.073
2.0,0.0,0.0,3.0,0.00134,25.4774,925.605
2.0,0.0,0.0,3.0,0.00134,28.3852,925.605
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.5617,903.495
2.0,0.0,0.0,3.0,0.00134,27.4687,881.184
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,26.8295,896.661
2.0,0.0,0.0,3.0,0.00134,28.8864,896.661
2.0,0.0,0.0,3.0,0.00134,28.8408,1175.85
2.0,0.0,0.0,3.0,0.00134,29.5885,1012.84
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,30.0776,1005.4
2.0,0.0,0.0,3.0,0.00134,26.4489,1005.4
2.0,0.0,0.0,3.0,0.00134,29.6957,1005.4
2.0,0.0,0.0,3.0,0.00134,29.2937,925.605
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,26.6539,882.189
2.0,0.0,0.0,3.0,0.00134,26.528,905.304
2.0,0.0,0.0,3.0,0.00134,27.6603,902.691
2.0,0.0,0.0,3.0,0.00268,31.3118,902.691
2.0,0.0,0.0,3.0,0.00134,27.0988,820.884
2.0,0.0,0.0,3.0,0.00134,27.7112,820.884
2.0,0.0,0.0,3.0,0.00134,27.2221,820.884
2.0,0.0,0.0,3.0,0.00268,33.7921,820.884
2.0,0.0,0.0,3.0,0.00268,31.2877,820.884
2.0,0.0,0.0,3.0,0.00268,29.5068,820.884
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,30.9594,820.616
2.0,0.0,0.0,3.0,0.00268,29.6395,820.616
2.0,0.0,0.0,3.0,0.00134,24.9803,820.616
2.0,0.0,0.0,3.0,0.00134,28.1092,820.616
2.0,0.0,0.0,3.0,0.00134,28.5005,820.616
2.0,0.0,0.0,3.0,0.00268,31.624,820.616
2.0,0.0,0.0,3.0,0.00268,32.8005,944.499
2.0,0.0,0.0,3.0,0.00134,29.2227,944.499
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,25.1612,1265.23
2.0,0.0,0.0,3.0,0.00268,32.0233,1265.23
2.0,0.0,0.0,3.0,0.00268,35.6172,1265.23
2.0,0.0,0.0,3.0,0.00268,29.5684,819.075
2.0,0.0,0.0,3.0,0.00268,36.7348,5171.06
2.0,0.0,0.0,3.0,0.00134,31.7513,5171.06
2.0,0.0,0.0,3.0,0.00268,32.1091,862.29
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,32.4066,860.079
2.0,0.0,0.0,3.0,0.00134,29.07,860.079
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00134,29.1343,873.05
2.0,0.0,0.0,3.0,0.00134,26.6379,873.05
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,32.5272,919.374
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,0.00268,35.3733,939.675
2.0,0.0,0.0,3.0,0.00134,29.9745,939.675
