bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin
2021624.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01802,-57.8378,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021625.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01814,-58.2038,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021626.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01925,-60.761,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021627.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00187,-65.0524,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021628.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01131,-68.3476,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021629.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00262,-64.9713,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021630.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01376,-68.3975,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021631.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03277,-66.1777,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021632.0,1.0,0.0,0.0,0.0,0.0,204.0,0.998443,-67.0718,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021633.0,1.0,0.0,0.0,0.0,0.0,204.0,0.994935,-70.1185,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021634.0,1.0,0.0,0.0,0.0,0.0,204.0,0.994627,-70.625,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021635.0,1.0,0.0,0.0,0.0,0.0,204.0,0.994627,-70.625,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021636.0,2.0,0.0,0.0,0.0,0.0,204.0,0.969158,-66.2953,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021637.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00101,-67.4366,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021638.0,1.0,0.0,0.0,0.0,0.0,204.0,0.998766,-66.9759,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021639.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01626,-66.5635,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021640.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01587,-66.5974,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021641.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02491,-58.7702,765.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021642.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02146,-60.7616,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021643.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01609,-63.6981,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021644.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01604,-63.741,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021645.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01604,-63.741,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021646.0,2.0,0.0,0.0,0.0,0.0,204.0,1.0457,-57.5244,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021647.0,2.0,0.0,0.0,0.0,0.0,204.0,1.04619,-56.3996,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021648.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02491,-58.7702,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021649.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02116,-60.9312,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021650.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02383,-63.3239,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021651.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01636,-59.3924,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021652.0,2.0,0.0,0.0,0.0,0.0,204.0,1.016,-58.1767,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021653.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01679,-57.9188,22.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021654.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01093,-66.4279,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021655.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02177,-61.5453,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021656.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03086,-62.4912,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021657.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02154,-61.5065,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021658.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02177,-61.5453,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021659.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02177,-61.5453,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021660.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01775,-61.9028,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021661.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02352,-63.8475,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021662.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02733,-60.8632,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021663.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02811,-60.7921,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021664.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00759,-63.9514,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021665.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00431,-67.0316,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021666.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00379,-68.3745,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021667.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00379,-68.3745,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021668.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03377,-63.1403,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021669.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03122,-62.6498,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021670.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00759,-63.9514,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021671.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00739,-63.8646,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021672.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00759,-63.9514,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021673.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01626,-63.4063,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021674.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01605,-63.4409,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021675.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01664,-64.2999,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021676.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02265,-60.9784,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021677.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02285,-62.6723,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021678.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02197,-61.0219,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021679.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02208,-61.2103,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021680.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02071,-62.5897,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021681.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01222,-59.4479,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021682.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02178,-61.2208,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021683.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02208,-61.2103,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021684.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02825,-58.706,765.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021685.0,1.0,0.0,0.0,0.0,0.0,204.0,1.0119,-63.2707,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021686.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01897,-68.0251,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021687.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00207,-68.0129,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021688.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00207,-68.0129,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021689.0,2.0,0.0,0.0,0.0,0.0,204.0,1.04336,-57.7778,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021690.0,2.0,0.0,0.0,0.0,0.0,204.0,1.04437,-57.6715,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021691.0,2.0,0.0,0.0,0.0,0.0,204.0,1.04588,-57.5047,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021692.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02051,-62.649,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021693.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02051,-62.649,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021694.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01838,-65.405,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021695.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01751,-65.4611,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021696.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01838,-65.405,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021697.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01838,-65.405,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021698.0,1.0,0.0,0.0,0.0,0.0,204.0,1.0193,-62.0637,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021699.0,2.0,0.0,0.0,0.0,0.0,204.0,1.0143,-64.2893,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021700.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01626,-61.9507,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021701.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01726,-64.2092,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021702.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01686,-60.5078,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021703.0,2.0,0.0,0.0,0.0,0.0,204.0,1.0168,-60.3698,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021704.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01689,-60.5315,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021705.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021706.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021707.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021708.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021709.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02421,-65.7726,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021710.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02421,-65.7726,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021711.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01123,-67.1304,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021712.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021713.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021714.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00453,-67.1678,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021715.0,1.0,0.0,0.0,0.0,0.0,204.0,1.0041,-67.2,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021716.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02312,-63.643,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021717.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01524,-65.7661,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021718.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03984,-61.6753,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021719.0,2.0,0.0,0.0,0.0,0.0,204.0,1.0428,-63.5241,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021720.0,2.0,0.0,0.0,0.0,0.0,204.0,1.00882,-68.5444,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021721.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00854,-68.5635,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021722.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01822,-62.8959,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021723.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01511,-65.6323,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021724.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01616,-64.4591,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021725.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01616,-64.4591,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021726.0,2.0,0.0,0.0,0.0,0.0,204.0,0.990403,-60.2558,24.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021727.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01615,-59.7416,765.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021728.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02623,-62.0323,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021729.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02927,-65.138,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021730.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02396,-58.8883,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021731.0,2.0,0.0,0.0,0.0,0.0,204.0,1.03084,-58.1096,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021732.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02371,-58.9186,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021733.0,1.0,0.0,0.0,0.0,0.0,204.0,0.997456,-64.709,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021734.0,1.0,0.0,0.0,0.0,0.0,204.0,1.0313,-68.4475,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021735.0,2.0,0.0,0.0,0.0,0.0,204.0,0.983042,-63.591,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021736.0,2.0,0.0,0.0,0.0,0.0,204.0,0.997456,-64.709,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021737.0,2.0,0.0,0.0,0.0,0.0,204.0,0.983119,-63.5868,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021738.0,2.0,0.0,0.0,0.0,0.0,204.0,0.997456,-64.709,24.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021739.0,2.0,0.0,0.0,0.0,0.0,204.0,0.982582,-62.9319,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021740.0,2.0,0.0,0.0,0.0,0.0,204.0,0.997456,-64.709,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021741.0,1.0,0.0,0.0,0.0,0.0,204.0,1.00023,-64.6526,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021742.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01632,-62.185,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021743.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01861,-63.9893,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021744.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01822,-63.6984,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021745.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01541,-66.5835,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021746.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01751,-64.2251,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021747.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01751,-64.2251,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021748.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02036,-63.348,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021749.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02036,-63.348,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021750.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01861,-63.6456,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021751.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01806,-63.6595,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021752.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01822,-63.6984,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021753.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01296,-64.0526,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021754.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01848,-66.2857,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021755.0,1.0,0.0,0.0,0.0,0.0,204.0,1.01273,-66.3422,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021756.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01273,-66.3422,24.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021757.0,2.0,0.0,0.0,0.0,0.0,204.0,1.02257,-59.2094,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021758.0,2.0,0.0,0.0,0.0,0.0,204.0,1.01091,-68.5464,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021759.0,1.0,0.0,0.0,0.0,0.0,204.0,1.02393,-63.2415,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2021760.0,2.0,0.0,0.0,0.0,0.0,204.0,0.973001,-60.8679,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023000.0,1.0,35.21,15.52,0.0,0.0,205.0,1.02984,-68.4365,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023001.0,1.0,27.64,3.84,0.0,0.0,205.0,1.02778,-68.848,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023002.0,1.0,28.45,18.76,0.0,0.0,205.0,1.02713,-68.91,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023003.0,1.0,58.48,16.41,0.0,0.0,205.0,1.02971,-68.7665,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023004.0,1.0,30.02,15.78,0.0,0.0,205.0,1.04067,-67.688,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023005.0,1.0,0.0,0.0,0.0,0.0,205.0,1.03551,-67.622,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023006.0,1.0,0.0,0.0,0.0,0.0,205.0,1.03567,-67.5995,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023007.0,1.0,40.33,7.09,0.0,0.0,205.0,1.03534,-67.643,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023008.0,1.0,49.48,13.83,0.0,0.0,205.0,1.02214,-67.8996,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023009.0,1.0,49.48,10.55,0.0,0.0,205.0,1.0159,-68.2758,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023010.0,1.0,51.96,8.7,0.0,0.0,205.0,1.02443,-67.8162,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023011.0,1.0,62.58,4.76,0.0,0.0,205.0,1.03274,-68.5167,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023012.0,1.0,13.77,4.25,0.0,0.0,205.0,1.02186,-67.36,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023013.0,1.0,60.57,18.96,0.0,0.0,205.0,1.02538,-69.2425,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023014.0,1.0,53.51,7.11,0.0,0.0,205.0,1.04075,-67.8765,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023015.0,1.0,24.18,4.51,0.0,0.0,205.0,1.02734,-68.817,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023016.0,1.0,0.0,0.0,0.0,0.0,205.0,1.00802,-62.9954,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023017.0,1.0,97.73,17.88,0.0,0.0,205.0,1.04632,-67.2629,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023018.0,1.0,56.19,9.97,0.0,0.0,205.0,1.02516,-69.1641,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023019.0,1.0,0.0,0.0,0.0,0.0,205.0,1.00591,-65.7291,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023020.0,1.0,44.87,9.68,0.0,0.0,205.0,1.00568,-65.7554,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023021.0,1.0,44.87,13.7,0.0,0.0,205.0,1.0054,-65.799,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023022.0,1.0,58.63,6.52,0.0,0.0,205.0,1.01232,-65.1585,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023023.0,1.0,58.5,10.71,0.0,0.0,205.0,1.01106,-65.9492,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023024.0,1.0,28.27,6.54,0.0,0.0,205.0,1.00894,-65.3074,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023025.0,1.0,31.58,5.16,0.0,0.0,205.0,1.02874,-66.3374,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023026.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02887,-66.3182,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023027.0,1.0,25.38,7.07,0.0,0.0,205.0,1.02075,-64.2658,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023028.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02075,-64.2658,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023029.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02075,-64.2658,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023030.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02075,-64.2658,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023031.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02089,-64.2503,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023032.0,1.0,0.0,0.0,0.0,0.0,205.0,1.0135,-65.5013,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023033.0,1.0,58.39,7.25,0.0,0.0,205.0,1.0133,-65.5341,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023034.0,1.0,0.0,0.0,0.0,0.0,205.0,1.00892,-67.2979,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023035.0,1.0,44.55,17.78,0.0,0.0,205.0,1.00858,-67.3248,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023036.0,1.0,51.24,22.07,0.0,0.0,205.0,1.00817,-67.3882,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023037.0,1.0,3.01,1.51,0.0,0.0,205.0,1.02281,-66.4982,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023038.0,1.0,24.37,4.04,0.0,0.0,205.0,1.02271,-66.5123,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023039.0,1.0,40.08,10.83,0.0,0.0,205.0,1.02276,-66.9753,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023040.0,1.0,28.25,6.19,0.0,0.0,205.0,1.01146,-66.2697,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023041.0,1.0,43.17,15.93,0.0,0.0,205.0,1.01641,-64.9709,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023042.0,1.0,43.17,7.42,0.0,0.0,205.0,1.01339,-65.5577,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023043.0,1.0,25.01,5.96,0.0,0.0,205.0,1.01421,-66.1015,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023044.0,1.0,2.78,0.19,0.0,0.0,205.0,1.01604,-65.6794,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023045.0,1.0,25.01,7.04,0.0,0.0,205.0,1.01589,-65.694,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023046.0,1.0,0.0,0.0,0.0,0.0,205.0,1.01091,-65.194,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023047.0,1.0,32.14,8.01,0.0,0.0,205.0,1.01073,-65.2124,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023048.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02502,-65.9224,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023049.0,1.0,34.26,1.12,0.0,0.0,205.0,1.0223,-67.7632,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023050.0,1.0,35.11,2.29,0.0,0.0,205.0,1.02133,-67.8006,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023051.0,1.0,0.0,0.0,0.0,0.0,205.0,1.02439,-66.2459,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023052.0,1.0,35.11,10.88,0.0,0.0,205.0,1.01905,-65.1509,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2023053.0,1.0,0.0,0.0,0.0,0.0,205.0,1.01925,-65.133,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
